period,video_id,comment,published_at,like_count
after,8yiObBm6pT4,Lady they do have an option it's called Close legs.,2023-06-25T09:34:22Z,4
after,8yiObBm6pT4,Abortion is murder. You're taking a life of a baby so that's considered a murder your people live in a delusion.,2023-06-25T09:33:06Z,2
after,8yiObBm6pT4,The fact is you are protesting for government to approve of murder. America REPENT!!!,2023-06-25T08:28:17Z,3
after,8yiObBm6pT4,These leftist are mentally ill and planned parenthood makes millions off the killings of these poor babies.,2023-06-25T04:50:45Z,2
after,8yiObBm6pT4,"Why don't they all just practice birth control? Why don't they just choose this option instead of murder? Is it that hard to do, seriously?",2023-06-25T04:19:18Z,3
after,8yiObBm6pT4,This has nothing to do with Canada. Typical Global just trying to distract from the mess Trudeau has created here in Canada. Trudeau funded media. Smh.,2023-06-25T04:18:49Z,3
after,8yiObBm6pT4,2023 USA = Men trying to Control Women's Bodies,2023-06-25T04:17:25Z,1
after,8yiObBm6pT4,Feminist everywhere !!!,2023-06-25T03:44:26Z,1
after,8yiObBm6pT4,"According to the most recent Gallup polling data on the subject (May 2023):

71% of American women think abortion should be allowed in the first trimester.
40% of American women think abortion should be allowed in the second trimester.
25% of American women think abortion should be allowed in the third trimester.

And yet the ""news"" media would have you believe it's either no restrictions on abortions or a complete prohibition on abortions.",2023-06-25T02:45:09Z,9
after,8yiObBm6pT4,Abortion is barbaric. There are plenty of ways to keep from getting pregnant now in this day and age…. use them.,2023-06-25T02:43:52Z,3
after,8yiObBm6pT4,"Global, your Liberal bias is showing.

No surprise that not once have you aired that the decision was terrible law to begin with, and the overturning corrected an incorrect decision in the context of what's allowed per the constitution. Also, all that happened is that the decision was put back to the state level, where it always should have been.

But, keep focusing on your low-informed mouth breathing watchers to help keep you in business through your Federal Liberal payment life line (yes, that's what it is).",2023-06-25T01:57:44Z,2
after,8yiObBm6pT4,"Muslims protested against Justin Trudeau all over Canada today They had marches in Ottawa, Toronto and there is one in Calgary tonight😐",2023-06-25T01:47:50Z,5
after,8yiObBm6pT4,"The world is going backwards, but not going more progressive. Sad isn't it? 😢😮",2023-06-25T01:41:37Z,3
after,8yiObBm6pT4,Imagine somebody so committed to sensuality they won't pause to lower the sunvisor and thus avoid running over a child.,2023-06-25T01:07:33Z,1
after,8yiObBm6pT4,"No sex or birth control If you dont want it,give it up not murder it",2023-06-25T00:39:41Z,6
after,8yiObBm6pT4,"Abortion is Murder capital one There is no grey area Once the SPARKOFLIFE happens,your egg becomes a,human life Its no longer yours You are only its family ,caregiver",2023-06-25T00:37:28Z,1
after,8yiObBm6pT4,"This is a very complex topic and while I'm all about saving babies I'm not about to make that decision for someone else. The only birth control method that's 100% effective for vaginal intercourse is abstinence and carrying a child is a very personal choice. Then there is also the consideration of rape, incest, medical complications, and economic standing. I'm all for building better programs to support women in making better choices but you can't just take away a reliable, safe, and effective medical treatment without first creating something better. Maybe these Pro Life people could do something about that instead of actively trying to take away other people's rights to make themselves feel better about the crazy world we live in.",2023-06-25T00:27:58Z,14
after,8yiObBm6pT4,FOOLS,2023-06-25T00:15:43Z,4
after,8yiObBm6pT4,Anyone killing babies is going straight to hell,2023-06-24T23:54:42Z,12
after,8yiObBm6pT4,"Sorry , but it is NOT YOUR OWN BODY when you are Aborting another BODY OF HUMAN LIFE ! ✨🙏
Except in special circumstances .",2023-06-24T23:54:04Z,5
after,8yiObBm6pT4,Birth control is far to complex for the low intelligence left but abortion is simple.,2023-06-24T23:51:54Z,3
after,8yiObBm6pT4,No women has the right to determine life or play God. Get over yourselves and be better educated about sex and protection. Also no women should choose when it takes 2,2023-06-24T23:46:00Z,5
after,8yiObBm6pT4,"But you got vaxed.💉..Why not march for condom use then you dont have to worry about the lower economic strata abortions...
Imagine if all the marching ladies Parents had an abortion.
Before the condom breaking argument is said the amount of abortions 750,000 per Year JUST in the USA are because no condom was used. All that unprotected sex also means risky Std behaviour",2023-06-24T23:44:00Z,1
after,8yiObBm6pT4,Abortions saves lives? Your killing life!,2023-06-24T23:43:07Z,5
after,8yiObBm6pT4,Baby killers.. gross,2023-06-24T23:40:38Z,6
after,8yiObBm6pT4,Is 15 weeks not enough time to make a decision? These people always brag about how they should be like European countries. Well now you are when it comes to abortions.,2023-06-24T23:14:53Z,1
after,8yiObBm6pT4,"Sad really, the self centered on masse........",2023-06-24T23:13:03Z,4
after,8yiObBm6pT4,"What a evil world that we are living now a day!
It is not enough people being Gay and refusing to have children now they wanna kill them. May almighty help these murders!",2023-06-24T23:11:51Z,8
after,8yiObBm6pT4,Yes❤❤❤❤❤ love 😘😘,2023-06-24T23:10:28Z,1
after,8yiObBm6pT4,"Sick to think people would march to kill baby's, we need God back in our country.",2023-06-24T23:00:01Z,2
after,8yiObBm6pT4,Abortion is killing……be willing to face the consequences of your choice.,2023-06-24T23:00:00Z,2
after,8yiObBm6pT4,"""Abortion saves lives."" Really? It kills unborn children. These people are deluded.",2023-06-24T22:53:30Z,3
after,8yiObBm6pT4,"""Abortion rights?"" I don't think so! There is no right to murder a child at ANY stage of development. A little known fact is that not all, but thousands of German women that were raped and became pregnant by invading Soviet soldiers in Germany, 1945 kept their babies, or gave them up for adoption.",2023-06-24T22:49:32Z,1
after,8yiObBm6pT4,"Canada 🍁 🇨🇦 💥💥💥
Freedom and women having a choice to decide one way or another. 💥🇨🇦🍁",2023-06-24T22:47:03Z,15
after,8yiObBm6pT4,Baby murderers mad,2023-06-24T22:46:17Z,28
after,8yiObBm6pT4,"If people think abortion is a good thing , they better read the Bible. PROVERBS chapter 6, verse 17, a deadly sin against GOD, HANDS THAT SHED INNOCENT BLOOD!!!!!!!Also ,they just want the vote from these women and it's, BIG BUSINESS SELLING BABY BODY PARTS!!!!!!🤔🤨🤬💔🖤",2023-06-24T22:40:10Z,1
after,8yiObBm6pT4,God bless you Biden,2023-06-24T22:39:00Z,3
after,8yiObBm6pT4,"Abortions saves lives?  Really, it doesn't kill your unborn? Whew, thank goodness for that then.",2023-06-24T22:36:28Z,3
after,8yiObBm6pT4,It’s also a tragedy for a woman who did want a baby but the fetus died in the womb - to be told by the hospital she can’t get the dead fetus out and to go home hoping her body may expel it or possibly get a life threatening infection,2023-06-24T22:34:40Z,15
after,8yiObBm6pT4,"I still find it so damn stupid it was illegalized in the first place, seriously what the hell",2023-06-24T22:33:29Z,5
after,8yiObBm6pT4,"How do you get to hell?
Very simple: claim that you're innocent.

How do you get to heaven?
Very simple: Admit that you're not Innocent, you're guilty and ask for mercy.

How to know if you're guilty or not?
Simply: Compare your life to the Ten Commandments God gave you in the Bible.
Everyone agrees that if people followed the ten commandments there would be no need for governments or police.

Do not lie.
Do not steal.
Do not commit adultery.
Do not insult God by using his name as a cuss word.
There are six more but let's just leave it at that.

How many lies have you told in your life?

Have you ever taken anything that didn't belong to you?

Jesus said, if you look at a women lustfully you've already committed adultery in your heart with that woman.
How many times a day do you do that?

Do you use God's name as a cuss word?
Would you do that with your own mother's name?

If you answer these questions honestly you know that you're guilty.

God can justly punish you and send you to hell.

Ask him for mercy.
His name is Jesus.

It's as simple as this, The Ten Commandments are called the moral law. You and I broke God's laws. Jesus paid the fine.
The fine is death.

Ezekiel 18:20 — 
""The soul who sins shall die.

That's why Jesus had to die on the cross for our sins. This is why God is able to give us Mercy.

Option A.
You die for your own sins.

Option B.
Ask for mercy and accept that Jesus died on the cross for you.

❤❤❤


....",2023-06-24T22:30:06Z,8
after,8yiObBm6pT4,"Without Biden, we get the 82 percent",2023-06-24T22:29:19Z,0
after,BQzJTa4FKK4,"https://youtu.be/I_BXQlr9H3k Evidence pro-life christians killing LGBT+

Problem with pro-life is they really just trying to force bible no care for life thats why they gave gun rights to shoot kids at schools and want take away LGBT+ rights to revive death penalty on gays did you know Christianity had death penalty in West half world in 1790 the same countries the murderd gays are same countries that now legalize same sex marriage you seeing the pattern here Christians will kill LGBT+ if they get their way. These countries with death penalty for sexuality and gender were Christianity governments.",2022-07-16T07:49:17Z,0
after,BQzJTa4FKK4,"Oh No, women have to take responsibility of their choices instead of being a wide open sperm receptacle.",2022-06-30T20:15:20Z,0
after,BQzJTa4FKK4,Ban Post miscarriage care... they are trying to kill all the women. This is a fight for our lives ladies. wTH is going on.,2022-06-26T00:37:29Z,0
after,BQzJTa4FKK4,Mandatory Vasectomies,2022-06-26T00:34:33Z,0
after,BQzJTa4FKK4,Thank You so very much lord Jesus! And a big thanks to President Trump,2022-06-25T16:50:30Z,1
after,BQzJTa4FKK4,The validity of laws in the United States are now decided by Christian Ayatollahs AKA Supreme court justices. We are no different than Muslim Iran. We have lost our republic.,2022-06-25T16:02:16Z,0
after,BQzJTa4FKK4,OMG 😱😱😱😱,2022-06-25T15:10:53Z,0
after,BQzJTa4FKK4,"If you can't handle the decision,  then keep your legs close",2022-06-25T14:29:15Z,0
after,BQzJTa4FKK4,"Ladies just take birth control,
protect yourself and you wouldn’t have this issue,
Of  you’re going to sleep around and be responsible adults!",2022-06-25T12:35:27Z,2
after,BQzJTa4FKK4,"Those people who are for overturning Roe vs Wade…all great & good for the right to life…but what does it do for the right to quality of life after they’re born? As a foster parent who has seen overcrowded shelters and children spending night after night on pallets at DHS offices because there is no where to take the children, seen siblings separated from other siblings because of different needs, seen kids driven to hurt themselves & others from the trauma’s they’ve lived through that resulted in them being taken &  put into the system & more trauma after they are in the system that is supposed to protect them….it’s great you’re fighting for the population of children to keep growing..but what are you willing to do for those kids after they are put in the system? Not to mention the danger to women’s health. I’m disgusted by the whole thing. Disgusted to tears.",2022-06-25T12:15:04Z,1
after,BQzJTa4FKK4,"I feel very happy 😃 for all the babies 👶 who are now safe at last in most mothers wombs. The womb should be the most sacred safe place on the planet 🌎. Tearing apart little babies with abortions, limb 🦵 by limb 🦵 is definitely murder!!

Do you know how many people have gone to prison bc the mother and baby 👶 was killed? If we can put someone in jail for killing someone’s unborn baby, then it’s hypocritical not to do the same to women who choose to murder their babies. All life is sacred from conception, until you take your last breath. 

How can all these women, demand to kill their unborn babies??? Is there any greater abomination, then killing a helpless innocent 😇 baby 👶?",2022-06-25T12:09:33Z,1
after,BQzJTa4FKK4,What about the morning after pill?,2022-06-25T11:07:32Z,0
after,BQzJTa4FKK4,And how is a child a gift from god when gas is $6.50 a gallon and the landlord just raised your rent  $500.00 ? These religious nuts need to stop forcing kids on people .,2022-06-25T09:14:15Z,0
after,BQzJTa4FKK4,No more baby killers woohoo,2022-06-25T08:29:38Z,0
after,BQzJTa4FKK4,praise God,2022-06-25T03:56:17Z,0
after,BQzJTa4FKK4,How long will it take for planned parenthood to send for planes to states like Texas to pick up public school girls without their parents' consent but with the full cooperation of the schools to wisk them off during school hours to the nearest slaughtering state?,2022-06-25T03:56:07Z,2
after,BQzJTa4FKK4,"“Marriage is honorable among all, and the bed undefiled; but fornicators and adulterers *God* will judge.” Hebrews 13:4",2022-06-25T03:45:38Z,0
after,BQzJTa4FKK4,The news reader is so bitter! Just repeating all the Democrat/baby killers language.,2022-06-25T01:44:01Z,0
after,BQzJTa4FKK4,Pro-Life says the Lord God Almighty,2022-06-25T01:31:39Z,0
after,BQzJTa4FKK4,How good was Trump to the USA. I don't live in the state's Aust actually wish we had a leader that loved his country as much as Trump does ..,2022-06-25T00:49:12Z,4
after,BQzJTa4FKK4,"If the mother has no family, no help from anyone & a drug.alcohol problem a abortion is needed. When a woman has plenty of help and is just lazy, if she wants a abortion, give her one,under 1 condition,she also dies.",2022-06-25T00:20:27Z,0
after,BQzJTa4FKK4,"This is the most important day in history that protects the unborn and their rights to life. God is more powerful than Satan and today is God's victory over Satan has finally come to fruition.  This slaughterhouse nation - backed by Planned Parenthood - has murdered 60 million babies for 50 years - people who could have been our leaders, scientists, teachers, doctors and contributors to society.  With today's victorious ruling we finally bring everyone back to their senses and fight for the freedom to live not die by a planned parenthood butcher.     The slaughter of our nation has gone on too long and all the femi-nazis have drunk Satan's Jim Jones Koolaid convincing them abortion is health care which is a lie - abortion/murder is good which is a lie.  The Aztec and Myan civilizations use to throw their babies into boiling oil to sacrifice them to Satan - abortion is the same ritual to honor Satan and now it has come to an end. PRAISE GOD",2022-06-24T23:41:07Z,0
after,BQzJTa4FKK4,"News from the W.H. to all young people,if you are not stable & able to raise a family, no sexual intercourse, solo sex only. Biden did this ,go Joe!",2022-06-24T23:28:52Z,0
after,BQzJTa4FKK4,"Government forcing people to hurt each other, metal coat hangers just went up in value. Another crazy day in the U.S.A.",2022-06-24T23:22:14Z,3
after,BQzJTa4FKK4,"Great ! Now we will have way more  people  to get on section  8 ! 
Over crowding  and less food . 
Real smart . 
We need abortion  to balance  out the population  . But hey . Im sure all the extra  people  wont hurt the food shortage  ......that we are allready in !!!!!!!!",2022-06-24T21:49:42Z,1
after,BQzJTa4FKK4,"Why do we blame Supreme Court when the problem is the citizens who consider the constitution as sacred? That document promises gun owners & sellers the right to sell or own all types of guns; but that right is to others a denial to live in safety. To pro-life, constitution protects the unborn; but to pro-choice, the document gives mothers freedom to control their bodies. So, there is no solution under the constitution.",2022-06-24T21:23:58Z,0
after,BQzJTa4FKK4,Wow… So many women are going to be really upset that they cannot kill their beautiful unborn child 🥀,2022-06-24T20:59:26Z,0
after,BQzJTa4FKK4,"You can't make everyone happy all the time, not matter what the issue.",2022-06-24T20:59:02Z,0
after,BQzJTa4FKK4,Use the 2A for abortion,2022-06-24T19:37:14Z,1
after,BQzJTa4FKK4,Amen and amen,2022-06-24T19:22:21Z,2
after,BQzJTa4FKK4,GOOD STOP THE BABY KILLERS,2022-06-24T19:05:59Z,0
after,BQzJTa4FKK4,"1. the repubs & evangelicals may have just lost the midterms....... lol
2. manchin & collins are stuuuuupid aren't they? .......lmao
3. trump was lucky this didn't occur during his 'vietnam' days ;)
4. the female voter must vote against ALL republicans before these fascists make ya'll handmaidens.",2022-06-24T18:50:11Z,1
after,BQzJTa4FKK4,HAHA!!!!  BABY KILLERS!!!!...HAHA!!!,2022-06-24T18:46:09Z,0
after,BQzJTa4FKK4,Abortion is murder. That's why leftists are triggered seeing the mangled bodies of aborted fetuses. Just listen to former abortion provider Dr Anthony Levatino.,2022-06-24T18:12:12Z,0
after,BQzJTa4FKK4,When people realise that if they don't want a child it is better to prevent one than risk getting pregnant then terminating a pregnancy. Abortion is not and never should be a form of birth control. When abortion was classed as a women's right it was inevitable that it would be used as birth control. Women need to make positive choices and use birth control first.  Praise God for this decision.,2022-06-24T18:09:00Z,0
after,BQzJTa4FKK4,"Progressive Democrats want abortion on demand up to birth, which means they want to murder full-term babies and I don't agree with that. Let's Go, Brandon!",2022-06-24T18:06:06Z,0
after,BQzJTa4FKK4,"Promiscuous men and women  will actually have to practice restraint and careful choosing of partners,and stop murdering the future.",2022-06-24T18:03:17Z,0
after,BQzJTa4FKK4,"Don't let the guy cream pie you, and you won't have that problem",2022-06-24T17:40:57Z,3
after,BQzJTa4FKK4,We have too many people in this world already.  Let them abort.,2022-06-24T17:39:41Z,1
after,BQzJTa4FKK4,Black-market abortions going to skyrocket.,2022-06-24T17:27:26Z,1
after,BQzJTa4FKK4,Baby killing = “Reproductive care”?  😂,2022-06-24T17:27:17Z,6
after,BQzJTa4FKK4,Good!!!,2022-06-24T17:27:12Z,2
after,BQzJTa4FKK4,USA USA USA. Now make prostitution legal. USA USA.,2022-06-24T17:24:47Z,4
after,BQzJTa4FKK4,PRO LIFERS will Quickly/Sooner not Later SEE the DEVASTATING IMPACT of this Republiilluminati WhiteMale decision... when it impacts MANY PPL close 2 them. MORE SO THAN COVID-19,2022-06-24T17:24:13Z,1
after,BQzJTa4FKK4,Good SCOTUS got it right 👏👏👏 leave it to the States or have Congress & the Senate pass a bill.,2022-06-24T17:23:57Z,1
after,BQzJTa4FKK4,"Gun right and now abortion. Talk about a 1,2 punch ✊ to the left. Dems on the ropes. Knockout punch coming in November!",2022-06-24T17:06:02Z,2
after,BQzJTa4FKK4,"Federal / State overreach snuffed out twice in one week, hold on more constitution freedoms are on the way.",2022-06-24T17:03:51Z,7
after,BQzJTa4FKK4,YAY!! Now we will have more unwanted babies being lost in the system which more likely means more deviants and criminals.,2022-06-24T17:02:20Z,3
after,BQzJTa4FKK4,Hurray! The American Taliban unlocked an achievement.,2022-06-24T17:00:20Z,1
after,BQzJTa4FKK4,The Supreme Court has just re-instituted the SLAVERY OF WOMEN AND CHILDREN IN AMERICA. Y 'ALL READY FOR THAT???,2022-06-24T16:58:49Z,0
after,BQzJTa4FKK4,"Pelosi, get a life! Aren't you glad your mama didn't abort you? The Supreme Court justices ruled, not just the 3 that were selected under Trump's administration! There's plenty of free birth control products out there for those not wanting children!",2022-06-24T16:58:05Z,1
after,BQzJTa4FKK4,Thank God! Finally! No more Abortion! 💙,2022-06-24T16:56:45Z,6
after,BQzJTa4FKK4,"Shakey Susan Collens and that Alaska B,  congrats for selling out women!!",2022-06-24T16:55:58Z,2
after,BQzJTa4FKK4,Now that is what victory is supposed to be like,2022-06-24T16:54:25Z,6
after,BQzJTa4FKK4,Hurray! The constitution has been upheld and democracy prevails!,2022-06-24T16:53:29Z,8
after,BQzJTa4FKK4,"wait, so if a girl is raped and gets pregnant, she has to have the child of a rapist?",2022-06-24T16:52:19Z,1
after,BQzJTa4FKK4,Its sickening how much the left cares about killing unborn babies and grooming children. Their agendas are disgusting.,2022-06-24T16:42:48Z,1
after,BQzJTa4FKK4,Republicans Will Never Win Another State Or Federal Election!... This Is The Last Straw #voteblue #everyzip #everyelection,2022-06-24T16:38:45Z,1
after,BQzJTa4FKK4,It never was a “right” per the constitution!!!!!!!!! Good grief!  How about you just don’t get pregnant! Abortion made it too easy to just “get rid of it!” Funny that the ones who are pro abortion have never been aborted. 🤔 the sovereignty of the decision on this ruling belongs to the states!!!!,2022-06-24T16:36:12Z,3
after,BQzJTa4FKK4,"It is the state choice, the peoples choice.",2022-06-24T16:30:36Z,4
after,BQzJTa4FKK4,never constitutional.,2022-06-24T16:29:26Z,6
after,BQzJTa4FKK4,AMEN 🙏 🙏 🙏 PRAISE GOD AND TRUMP...,2022-06-24T16:29:20Z,6
after,BQzJTa4FKK4,FOLKS IT DEFLECTION TIME......THE COURTS ARE TRYING TO SAVE GINNIE THE PIG THOMAS FROM BEING HELD ACCOUNTABLE FOR HER ROLE IN 1/6.....PLEASE DO NOT ALLOW THEM TO DEFLECT US FROM BRINGING BOTH THE CONGRESS AND THE SENATE TO ACCOUNTABILITY FOR 1/6.,2022-06-24T16:28:19Z,0
after,BQzJTa4FKK4,It is a wonderful day.,2022-06-24T16:26:23Z,8
after,BQzJTa4FKK4,Move to  Canada fools,2022-06-24T16:26:03Z,2
after,BQzJTa4FKK4,So  they can abort..I don't get it...,2022-06-24T16:25:03Z,0
after,BQzJTa4FKK4,Always choose life over death. Abortion is and has always been murder. Don’t have to believe in any god or religion to know this. It’s basic science & biology.,2022-06-24T16:23:48Z,1
after,BQzJTa4FKK4,"Kudos to the US Supreme Court Justices for their wisdom, knowledge, and expertise in making this decision. To those pro-choices, you make your choice when you engage in intercourse. Don't even try the rape/incest argument. Here are the stats:  ""Just 1% of women obtain an abortion because they became pregnant through rape, and less than 0.5% do so because of incest, according to the Guttmacher Institute. Yet the battle over exceptions for both has garnered outsized attention in the national abortion debate.""   Here is one source:  https://www.usatoday.com/story/news/nation/2019/05/24/rape-and-incest-account-few-abortions-so-why-all-attention/1211175001/",2022-06-24T16:22:23Z,20
after,BQzJTa4FKK4,"Praise God, so proud of the Supreme Court.",2022-06-24T16:21:57Z,17
after,BQzJTa4FKK4,“Abortion is profoundly anti-women. Three-quarters of its victims are women: Half the babies and all the mothers.” - Mother Theresa,2022-06-24T16:20:26Z,0
after,BQzJTa4FKK4,Hallelujah! Thank you Jesus Christ!,2022-06-24T16:18:35Z,11
after,BQzJTa4FKK4,"Forcing women to have a child that they are not prepared for brings suffering for the child, an un nurtured child brings mental problems and there you go with a problem seem only in the usa",2022-06-24T16:17:50Z,1
after,BQzJTa4FKK4,Crying you can’t murder babies?,2022-06-24T16:16:47Z,1
after,BQzJTa4FKK4,"Victory 💪💪🤝🤝🌟 today God won , America won, Humanity won, women and children won ⭐✝️.",2022-06-24T16:14:23Z,15
after,BQzJTa4FKK4,"To the independent voters out there .. abortions will still be allowed in some states. This issue only affects SOME people. But all the other issues ie: inflation, gas prices, ending fossil fuels, using our tax dollars to support illegals, wasting our tax dollars on God knows what! Etc .. those issues affect MANY Americans .. not just SOME. Remember that at midterms and let's get the house and the senate back to the Republicans who think of Americans first.",2022-06-24T16:14:00Z,11
after,BQzJTa4FKK4,Pro life protect the ones that are here today,2022-06-24T16:13:35Z,6
after,BQzJTa4FKK4,First republicans freed slaves from democrat enslavement and now have freed babies from democrat slaughter!,2022-06-24T16:13:23Z,0
after,BQzJTa4FKK4,If every child deserves to live why do they refuse to deal with the gun violence problem,2022-06-24T16:12:20Z,14
after,BQzJTa4FKK4,Babies are Gods gift to the world. Satan came to kill and destroy. God came to save. Win for the voice for the voiceless. God formed you before you were in your mothers womb.,2022-06-24T16:12:01Z,14
after,BQzJTa4FKK4,It's not rocket science on how to NOT get pregnant.  Figure it out people!  Winning!!,2022-06-24T16:11:59Z,19
after,BQzJTa4FKK4,Use protection simple as that .. great win,2022-06-24T16:11:34Z,14
after,BQzJTa4FKK4,Loudest voices are those who born….,2022-06-24T16:09:27Z,5
after,BQzJTa4FKK4,VICTORY FOR THE BABIES,2022-06-24T16:05:48Z,19
